,Model,Price
528,"Asus TUF F15 2021 FX506HM i5 11Th Gen  6 Core / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR180,000.00"
529,"Acer Predator Helios 300 2021 i7 11th Gen 8 Core / 16GB RAM / 1TB SSD / RTX 3050Ti / 15.6"" QHD 165Hz display","NPR180,000.00"
530,"Acer Predator Triton 300 2020 i7 10TH GEN / RTX 2060 / 15.6"" FHD 120Hz / 16GB RAM/ 512GB SSD","NPR180,000.00"
531,Lenovo Legion 5 2022 Ryzen 7 / RTX 3050Ti / 16GB RAM  /  512GB SSD / 15.6'' 165Hz Display / RGB Backlight Keyboard /  Legion M300 RGB Gaming Mouse,"NPR183,000.00"
532,"Asus ROG Strix G15 2021 G513QC Ryzen 7 5800H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR183,000.00"
533,"Lenovo IdeaPad Gaming 3 2022 i7 12th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" FHD 165Hz  display","NPR185,000.00"
534,"Dell G15 5520 2022 i7 12700H / RTX 3050ti / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR185,000.00"
535,"Dell G5 2021 G5515 Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","NPR185,000.00"
536,"Asus TUF Dash F15 FX516PE i7 11th Gen / RTX 3050ti / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","NPR185,000.00"
537,"MSI GS66 Stealth 10SD Thin i7 10TH GEN / GTX 1660Ti / 15.6"" FHD 144 Hz / 16GB RAM / 512GB SSD","NPR185,000.00"
538,"Dell G5 15 G5500 2020 i7 10Th Gen / RTX 2060 6GB / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display","NPR188,000.00"
539,"Acer Nitro 5 2021 i7 11TH GEN 11800H / RTX 3070 / 15.6"" FHD 144Hz/ 16GB RAM/ 1TB SSD","NPR189,000.00"
540,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
541,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
542,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
543,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
544,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
545,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
546,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
547,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
548,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
549,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
550,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
551,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
552,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
553,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
554,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
555,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
556,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
557,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
558,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
559,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
560,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
561,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
562,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
563,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
564,"MSI Modern 15 A11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD","NPR115,000.00"
565,"MSI Modern 14 B11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 14"" FHD","NPR115,000.00"
566,"Lenovo IdeaPad 5 2022 14 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard","NPR118,000.00"
567,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RED backlight Keyboard","NPR119,900.00"
568,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3050ti / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR120,000.00"
569,"HP Victus 16 2021 i5 11400H 6 Core /  NVIDIA GTX 1650 / 8GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR120,000.00"
570,"MSI GF63 Thin 10UD i5 10TH GEN / RTX 3050Ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD Display / Backlight Keyboard","NPR120,000.00"
571,"Lenovo Yoga Slim 7 15ITL05 i5 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD display","NPR120,000.00"
572,"MSI GL65 9ScK  i7 9TH GEN/ 256GB SSD/ 8GB RAM/ GTX 1650/ 15.6"" 120Hz FHD display","NPR120,000.00"
573,MSI Bravo 15 A4DDR Ryzen 7 4800H / RX5500M / 8GB RAM / 512GB SSD / 15.6'' 144Hz FHD display,"NPR123,000.00"
574,"MSI GF65 10SDR i5 10TH GEN/ 8GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR125,000.00"
575,"Asus TUF F15 Gaming Laptop i5 10Th Gen / GTX 1650/ 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
576,"MSI Modern 15 A11SB i7 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR125,000.00"
577,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
578,"Acer Nitro 5 2021 i7 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR127,000.00"
579,"MSI Modern 14 B11SB i7 11th Gen  / MX450 / 8GB RAM / 512GB SSD / 14"" FHD display","NPR128,000.00"
580,"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR129,000.00"
581,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RGB backlight Keyboard","NPR129,900.00"
582,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR130,000.00"
583,"Acer Nitro 5 2022 Ryzen 5 6600H / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR135,000.00"
584,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3060 / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR135,000.00"
585,"Lenovo ThinkPad L14 Gen 2 i5 1135G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR135,000.00"
586,"Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR135,000.00"
587,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1650ti / 15.6"" FHD  144Hz / 8GB RAM / 512GB SSD","NPR135,000.00"
588,"HP Pavilion Power 15 2020 i5 10300H / GTX 1660ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR135,000.00"
589,"MSI Prestige 14 Evo i5 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR135,000.00"
590,"MSI GF65 9SD i7 9TH GEN/ 16GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR135,000.00"
591,"Acer Nitro 5 2020 i7 10TH GEN / GTX 1660ti / 15.6"" FHD 144Hz / 8GB RAM / 512GB SSD","NPR138,000.00"
592,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR139,000.00"
593,"Dell G5 15 G5500 2020 i7 10th Gen / RTX 2060 6GB / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
594,"Acer Predator Helios 300 2021 i5 10th Gen / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","NPR139,000.00"
595,"Lenovo ThinkPad L14 Gen 2 Ryzen 5 Pro 5650 / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR145,000.00"
596,"MSI GF65 10UE i5 10th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR145,000.00"
597,"MSI Summit B15 A11M i7 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR145,000.00"
598,"MSI GF65 10SDR i7 10TH GEN / GTX 1660TI / 15.6"" FHD 144Hz display / 8GB RAM / 512GB SSD","NPR145,000.00"
599,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR149,000.00"
600,"Acer Nitro 5 2020 i7 10TH GEN / RTX 3060 / 512GB SSD / 8GB RAM/ 15.6"" FHD 144hz","NPR149,000.00"
601,"MSI Prestige 14 Evo i7 11th Gen / Intel Iris Xe graphics / 16GB RAM / 512GB SSD / 14"" FHD Display","NPR150,000.00"
602,"Acer Predator Helios 300 2020 i7 10th Gen / 16GB RAM / 1TB SSD / RTX 3060 / 15.6"" FHD 144Hz","NPR152,000.00"
603,"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR154,000.00"
604,"Lenovo Yoga Slim 7 Pro 14ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD / 14"" 2.8K (2880x1800)  display","NPR155,000.00"
605,"Lenovo ThinkPad L14 Gen 2 i7 1165G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR155,000.00"
606,"Acer Nitro 5 2021 i7 11TH GEN 11800H / RTX 3050ti / 15.6"" FHD 144Hz/ 16GB RAM/ 1TB SSD","NPR155,000.00"
607,"HP Victus 16 2021 i7 11800H 8 Core /  NVIDIA RTX 3060 / 16GB RAM / 512GB SSD / 16.1"" 144hz FHD display","NPR155,000.00"
608,"Dell G3 G3590 i7 9th Gen / NVIDIA GTX 1660Ti / 16GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD Display","NPR156,000.00"
609,"Asus TUF DASH F15 2022 FX517ZC  i5 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR157,000.00"
610,"HP Victus 15 2022 i7 12650H 10 Core /  NVIDIA RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6""  144hz FHD display","NPR157,000.00"
611,"Asus TUF A15 FA506IC Gaming Laptop Ryzen 7 4800H/ 16GB RAM/ 512GB SSD/ RTX 3050/ 15.6"" FHD 144Hz","NPR157,000.00"
612,"Dell G5 G5510 2021 i7 10th Gen 8 Core / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","NPR159,000.00"
613,"MSI GL75 Leopard 10SDR  i7 10TH GEN / GTX 1660Ti / 15.6"" 144Hz FHD display / 512GB SSD / 16GB RAM","NPR159,000.00"
614,"HP Omen 16 2021 i7 11800H 8 Core / RTX 3050Ti / 16GB RAM / 512GGB SSD / 16.1""  FHD 60Hz display","NPR160,000.00"
615,Dell Inspiron 7306 2-in-1 i7 11Th Gen / 16GB RAM / 512GB SSD / 13.3'' FHD 360-degree Touch Screen Display,"NPR160,000.00"
616,"Dell G5 2021 G5515 Ryzen 7 5800H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR162,000.00"
617,"Asus TUF F15 2021 FX506HCB i7 11Th Gen  8 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
618,"Asus TUF F15 2021 FX506HE i5 11Th Gen / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR162,000.00"
619,"Acer Nitro 5 2022 AMD Ryzen 7 6800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR164,000.00"
620,"Lenovo IdeaPad 5 Pro 16ARH7 Ryzen 7 6800HS / 16GB RAM / 1TB SSD /  Nvidia RTX 3050ti / 16"" 2.5K (2880x1800)  display","NPR165,000.00"
621,"MSI GF65 10UE i7 10th Gen / RTX 3060 / 16 GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR165,000.00"
622,"Asus TUF A15 FA506IU Gaming Laptop Ryzen 7 4800H/ 8GB RAM/ 512GB SSD/ GTX 1660Ti/ 15.6"" FHD 144Hz","NPR165,000.00"
623,Lenovo Legion 5 2021 Ryzen 7 5800H / RTX 3050Ti / 16GB RAM  /  512GB SSD / 15.6'' FHD / 165Hz Refresh Rate,"NPR165,000.00"
624,"Acer Predator Helios 300 2021 i5 11th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" QHD 165Hz Display","NPR168,000.00"
625,"MSI Prestige 15 A10SC i7 10th Gen / GTX 1650 / 16GB RAM / 512GB SSD / 15.6"" FHD Display","NPR168,000.00"
626,"MSI GP65 Leopard 10SDK  i7 10TH GEN / GTX 1660TI / 15.6"" 144Hz FHD / 512GB SSD / 16 GB RAM","NPR169,000.00"
627,"Lenovo ThinkPad L14 Gen 3 2022 Intel i7 1255U / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","NPR170,000.00"
628,"HP Omen 16 2021 i7 11800H 8 Core / RTX 3060 / 16GB RAM / 512GGB SSD / 16.1""  QHD 165Hz display","NPR170,000.00"
629,"Asus TUF F15 2021 FX506HEB i7 11Th Gen  8 Core / RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR172,000.00"
630,"Acer Predator Triton 300 SE 2021 i7 11TH GEN / RTX 3050Ti / 16GB RAM/ 512GB SSD / 14"" FHD 144Hz display","NPR175,000.00"
631,"Asus ROG Strix G15 2021 G513IE Ryzen 7 4800H / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR175,000.00"
632,"HP Omen 16 2021 Ryzen 7 5800H / RTX 3050Ti / 16GB RAM/ 512GB SSD / 16.1""  FHD144Hz display","NPR175,000.00"
633,"Asus TUF DASH F15 2022 FX517ZC  i7 12Th Gen  6 Core / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR178,000.00"
634,"Asus Zephyrus G14 2021 GA401QH Ryzen 7 5800HS / GTX 1650/ 16GB RAM / 512GB SSD / 14"" FHD 144Hz display","NPR178,000.00"
635,"MSI GE65 RAIDER 9SE i7 9TH GEN/ 1TB SSD/ 16GB RAM/ RTX 2060/ 15.6"" 240Hz FHD","NPR179,000.00"
636,"Asus TUF F15 2021 FX506HM i5 11Th Gen  6 Core / RTX 3060 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR180,000.00"
637,"Acer Predator Helios 300 2021 i7 11th Gen 8 Core / 16GB RAM / 1TB SSD / RTX 3050Ti / 15.6"" QHD 165Hz display","NPR180,000.00"
638,"Acer Predator Triton 300 2020 i7 10TH GEN / RTX 2060 / 15.6"" FHD 120Hz / 16GB RAM/ 512GB SSD","NPR180,000.00"
639,Lenovo Legion 5 2022 Ryzen 7 / RTX 3050Ti / 16GB RAM  /  512GB SSD / 15.6'' 165Hz Display / RGB Backlight Keyboard /  Legion M300 RGB Gaming Mouse,"NPR183,000.00"
640,"Asus ROG Strix G15 2021 G513QC Ryzen 7 5800H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR183,000.00"
641,"Lenovo IdeaPad Gaming 3 2022 i7 12th Gen / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" FHD 165Hz  display","NPR185,000.00"
642,"Dell G15 5520 2022 i7 12700H / RTX 3050ti / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","NPR185,000.00"
643,"Dell G5 2021 G5515 Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","NPR185,000.00"
644,"Asus TUF Dash F15 FX516PE i7 11th Gen / RTX 3050ti / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","NPR185,000.00"
645,"MSI GS66 Stealth 10SD Thin i7 10TH GEN / GTX 1660Ti / 15.6"" FHD 144 Hz / 16GB RAM / 512GB SSD","NPR185,000.00"
646,"Dell G5 15 G5500 2020 i7 10Th Gen / RTX 2060 6GB / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display","NPR188,000.00"
647,"Acer Nitro 5 2021 i7 11TH GEN 11800H / RTX 3070 / 15.6"" FHD 144Hz/ 16GB RAM/ 1TB SSD","NPR189,000.00"
648,"MSI Katana GF66 11UE  i7 11th GEN 8 Core / RTX 3060 / 16GB RAM / 512GB SSD /  15.6"" FHD 144Hz FHD display","NPR189,000.00"
649,"Lenovo Yoga Slim 7 Pro 14IAH7 i7 12th Gen 12700H / 16GB RAM / 1TB SSD / Nvidia MX550 2GB / 14"" 2.8K (2880x1800) OLED display","NPR192,000.00"
650,"Asus ROG Strix G15 2022 G513RC Ryzen 7 6800H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR193,000.00"
651,"Asus VivoBook Pro 14X OLED M7400QC Ryzen 7 5800H / RTX 3050 / 16GB RAM / 1TB SSD / 15.6"" OLED display","NPR194,000.00"
652,"Dell G5 2021 G5511 i7 11th Gen 8 Core / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","NPR195,000.00"
653,"Acer Predator Helios 300 2021 i7 11th Gen 8 Core / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" QHD 165Hz display","NPR195,000.00"
654,"Asus TUF A15 2021 FA506QM Ryzen 7 5800H / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","NPR195,000.00"
655,"Asus ROG Strix G15 2021 G513QE Ryzen 7 5800H / RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR197,000.00"
656,"Acer Predator Triton 300 SE 2021 i7 11TH GEN / RTX 3060 / 16GB RAM/ 512GB SSD / 14"" FHD 144Hz display","NPR199,000.00"
657,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3070 / 8GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","NPR199,000.00"
658,"Asus TUF A15 2022 FA507RM Ryzen 7 6800H / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","NPR204,900.00"
659,"Asus Zephyrus G14 2021 GA401QE Ryzen 7 5800HS / RTX 3050ti / 16GB RAM / 1TB SSD / 14"" FHD 144Hz display / External Webcam","NPR205,000.00"
660,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
661,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
662,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
663,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
664,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
665,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
666,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
667,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
668,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
669,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
670,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
671,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
672,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display","NPR81,000.00"
673,"Lenovo Legion Y540 i5 9th Gen / GTX 1650 / 8GB RAM / 256GB SSD + 1TB HDD / 15.6"" FHD display","NPR92,000.00"
674,"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","NPR95,000.00"
675,"HP Pavilion Power 15 2020 i5 10300H / GTX 1650ti / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR95,000.00"
676,"MSI Modern 14 B4MW Ryzen 7 4700U / 8GB RAM / 256GB SSD / 14"" FHD Display","NPR95,000.00"
677,"MSI GF63 9SCSR i5 9TH GEN/ 8GB RAM/ 256GB SSD / GTX 1650TI / 15.6"" FHD 144Hz","NPR99,000.00"
678,"MSI GF63 Thin 10SC i5 10TH GEN / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard","NPR99,000.00"
679,"MSI Bravo 15 A4DCR Ryzen 5 4600H / RX5300M / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD display","NPR99,000.00"
680,"HP Victus 16 2021 Ryzen 5 5600H / AMD Radeon™ RX 5500M 4096MB / 8GB RAM / 256GB SSD / 15.6"" FHD display","NPR105,000.00"
681,"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR110,000.00"
682,"Acer Nitro 5 2020 i5 10TH GEN / RTX 2060 / 8GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD / RGB Keyboard","NPR113,000.00"
683,"MSI Summit B15 A11M  i5 11th Gen / 8GB RAM / Iris Xe /  512GB SSD / 15.6"" FHD Display","NPR115,000.00"
684,"MSI Modern 15 A11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD","NPR115,000.00"
685,"MSI Modern 14 B11SB i5 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 14"" FHD","NPR115,000.00"
686,"Lenovo IdeaPad 5 2022 14 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard","NPR118,000.00"
687,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RED backlight Keyboard","NPR119,900.00"
688,Lenovo Legion 5 2021 Ryzen 5 5600H / RTX 3050ti / 8GB RAM  /  512GB SSD / 15.6'' 120Hz Display / White Backlight Keyboard,"NPR120,000.00"
689,"HP Victus 16 2021 i5 11400H 6 Core /  NVIDIA GTX 1650 / 8GB RAM / 512GB SSD / 16.1""  144hz FHD display","NPR120,000.00"
690,"MSI GF63 Thin 10UD i5 10TH GEN / RTX 3050Ti / 8GB RAM / 512GB SSD / 15.6"" 144Hz FHD Display / Backlight Keyboard","NPR120,000.00"
691,"Lenovo Yoga Slim 7 15ITL05 i5 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD display","NPR120,000.00"
692,"MSI GL65 9ScK  i7 9TH GEN/ 256GB SSD/ 8GB RAM/ GTX 1650/ 15.6"" 120Hz FHD display","NPR120,000.00"
693,MSI Bravo 15 A4DDR Ryzen 7 4800H / RX5500M / 8GB RAM / 512GB SSD / 15.6'' 144Hz FHD display,"NPR123,000.00"
694,"MSI GF65 10SDR i5 10TH GEN/ 8GB RAM/ 512GB SSD/ GTX 1660TI / 15.6"" FHD 120Hz","NPR125,000.00"
695,"Asus TUF F15 Gaming Laptop i5 10Th Gen / GTX 1650/ 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
696,"MSI Modern 15 A11SB i7 11th Gen / GeForce MX450 / 8GB RAM / 512GB SSD / 15.6"" FHD display","NPR125,000.00"
697,"Acer Nitro 5 2021 AMD Ryzen 7 5800H / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display","NPR125,000.00"
698,"Acer Nitro 5 2021 i7 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD","NPR127,000.00"
699,"MSI Modern 14 B11SB i7 11th Gen  / MX450 / 8GB RAM / 512GB SSD / 14"" FHD display","NPR128,000.00"
700,"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","NPR129,000.00"
701,"Acer Nitro 5 2022 i5 12th Gen 12500H / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / RGB backlight Keyboard","NPR129,900.00"
